Artist,Title,Lyrics,Tempo,Key,Loudness,Mode
Santigold,Disparate Youth,"Don’t look ahead there’s stormy weather
Another road block in our way
But if we go, we go together
Our hands are tied here if we stay
Oh, we said our dreams will carry us
And if they don’t fly we will run
Now we push right past to find out
How to win what they all lost
Oh-ah, Oh-ah
We know now we want more
Oh-ah, Oh-ah
A life worth fighting for
Oh-ah, Oh-ah
We know that we want more
Oh-ah, Oh-ah
A life worth fighting for
So let them say we can’t do better
Lay out the rules that we can’t break
They want to sit and watch it wither
Their legacy’s too hard to take
Oh, we said our dreams will carry us
And if they don’t fly we will run
Now we push right past to find out
How to win what they all lost",152.005,1,-4.142,1
Yung Lean,Bliss,"[Intro: FKA twigs & 
Yung Lean
]
Bliss on bliss on bliss on
Bliss on bliss on bliss
 on
[Verse 1: Yung Lean & 
FKA twigs
]
The key and the gate, it's a Leanworld
And I’m the kingdom all night, got the key, girl
Splash, splash, splash, so icy like the SeaWorld
Cuts in her arm, here I go, make secrets
And the city still blue, yeah, like the summer was
In my eyes bright lights, you can tell it was
See me going in, baby, you can still have it all
Need the white dress when the night, when the night falls
And you know I want it, I can't hide it (
I have you where I wanted
)
Can't try, can’t try, can't try, can't deny it
Runnin', runnin' (
Becausе your friend has my friend
)
Run for the lovе, not here for the violence
And we got each other like bones and blood
And we got each other like brothers in mud
Like brothers in mud
[Chorus: FKA twigs]
Oh, at night, I pray to God you're good for me
I want your bliss on bliss, a little company
I only want it when it feels like this
I only wanna feel the bliss on bliss (Bliss on bliss)",126.66,5,-5.271,0
Alessi Brothers,Seabird,"[Verse 1]
There's a road I know I must go
Even though I tell myself
That road is closed
Like a lonely seabird
You've been away from land too long
Aw, too long
[Verse 2]
I don't listen to the news no more
Like an unwound clock
You just don't seem to care
This world isn't big enough
To keep me away from you
Aw, from you
[Chorus]
Seabird, seabird
Fly home
Seabird, seabird
Fly home
Like a lonely seabird
You've been away from land too long
Aw, too long
Suddenly you're with me
I turn and you're not there
Like a ghost, you haunt me
You find warmth in a 1-night bed",126.023,0,-13.177,0
Dua Lipa,Houdini,"[Intro]
Okay
Mm, ah
[Chorus]
I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Everybody knows
Catch me or I go Houdini
[Verse 1]
Time is passin' like a solar eclipse
See you watchin' and you blow me a kiss
It's your moment, baby, don't let it slip
Come in closer, are you readin' my lips?
[Chorus]
They say I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Everybody knows
Catch me or I go Houdini",116.985,9,-4.876,0
Dua Lipa,Houdini - Extended Edit,"[Chorus]
I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Everybody knows
Catch me or I go Houdini
[Verse 1]
Time is passin' like a solar eclipse
See you watchin' and you blow me a kiss
It's your moment, baby, don't let it slip
Come in closer, are you readin' my lips?
[Chorus]
They say I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Evеrybody knows
Catch me or I go Houdini",116.96,2,-3.263,0
Tove Lo,No One Dies From Love (Extended),"[Verse 1]
We were so magical, why end this way?
I know you're furious, yeah, just like me
You got good reasons, but I do too
What really happened here? I wish I knew
[Pre-Chorus]
It escalated so fast
We yelled things we can’t take back
It escalated too soon
I know what they say, I know that they say that
[Chorus]
No one dies from love
Guess I'll be the first
Will you remember us?
Or are the memories too stained with blood now?
No one dies from love
Guess I'll be the first
Will you remember us?
Or are the memories too stained with blood now?
[Verse 2]
I tried my best with you, you claim the same
Somehow, we’re strangers, but share this pain
Keep writin' letters I'll never send
Don't want you movin' on when it's my end",121.084,0,-6.853,1
Travis Scott,THANK GOD,"[Verse 1: Travis Scott]
I won't doubt it, I won't
He won't mislead all His followers
Prayin' on the process, mind and spirit
Feel like
Like I'm
Floatin' in my prime time
[Pre-Chorus: Travis Scott]
One life, live it right now
One life, live it in
[Chorus: KayCyy]
Goodbyes, that's life
Fun times for life
For life, from down my eyes
Thank God I'm free tonight
[Verse 2: Travis Scott & 
Teezo Touchdown
]
Got God on the line
Tell the devil I'm fine
He always tryin'
Tryin' his best (
No question
)
Top of the pole
Me and my bros
When the story get told
It's gon' be BMF (
Muchas gracias
)
This shit sound hard
It wasn't made easy
You can't live twice
Thank God I'm brеathin' (
We gon' fuck it up
)
We gotta go now",134.925,10,-7.08,0
Yeat,Breathe,"[Intro]
(Ha-ha) Breathe
(Ha-ha) Breathe
(Ha-ha) Breathe
(Ha-ha) Breathe
[Chorus]
I was bored, bought a jet, made a billion (Breathe)
Nah, fuck that, bitch, I need a trillion (Breathe)
Nah, fuck that, bitch, I need to feel it (Breathe)
Made me so damn mad, made me feel it (Breathe)
I won't ever give you time to (Breathe)
I won't ever give a fuck if you (Breathe)
I don't really give a fuck about you (Breathe)
You need to chill, you need to breathe (Breathe)
I'ma ask you to leave (Breathe)
Yeah, my money so deep (Breathe)
And as far as I could tell, they wanna sound like me (Breathe), they wanna be like me
[Post-Chorus]
I'ma cut it open, I'm doin' surgery
In the limelight, make 'em go insane
Yeah, make 'em go insane
Why the fuck would you come?
Yeah, when you level up, you makin' money, billion
And you make your money taller than the ceiling
 (Ha-ha)
I told you, I lost all feeling (Ha-ha-ha)
Hold your breath 'til you pass out (Ha)
I hope you die, you crash out (Woo)
I recommend you cash out (Yeah)
Heard you went up, now you goin' down
 (Yeah)
Now you know I don't stress
I could not care less
But she know I'm the best",118.051,11,-13.092,1
¥$,CARNIVAL,"[Intro: Choir & 
Playboi Carti
]
Go, go, go, go
Head so good, she a honor roll
She ride the dick like a carnival
I done did the impossible
Go, go, go, go
Head so good, she a honor roll
She ride the dick like a carnival
I done did the impossible
Go
Ha, ha, ha, 
schyeah
[Verse 1: Rich The Kid & 
Playboi Carti
]
Way too rich to drive a Rove'
Made a milli' off the stove
She like to put it in her nose
Pretty bitch with white toes
I done put on all the bros
I done fucked her in the Rolls (
Hahahaha
)
I done pulled up in the Ghost
I done reachеd all my goals
Yeah, yeah, pull up with Yeezy and Dolla $ign
I'm all about business, I'm mindin' minе
Pull up in the trenches like Columbine
Pull up with the rocket like NumbaNine
I don't want your hoes
Young nigga reach all the goals
Let her suck the dick, said she was a pro
If she scrape her teeth, I'ma tell her to go",148.144,1,-5.746,1
Billie Eilish,Everybody Dies,"[Verse 1]
Everybody dies, surprise, surprise
We tell each other lies, sometimes, we try
To make it feel like we might be right
We might not be alone
Be alone
[Verse 2]
""Everybody dies,"" that's what they say
And maybe, in a couple hundred years, they'll find another way
I just wonder why you'd wanna stay
If everybody goes
You'd still be alone
[Verse 3]
I don't wanna cry, some days I do
But not about you
It's just a lot to think about the world I'm used to
The one I can't get back, at lеast not for a while
I sure have a knack for seein' lifе more like a child
It's not my fault, it's not so wrong to wonder why
Everybody dies
And when will I?
[Verse 4]
You oughta know
That even when it's time, you might not wanna go
But it's okay to cry and it's alright to fold
But you are not alone
You are not unknown",65.136,7,-17.285,0
